TripID,MMSI,MeanSOG,VesselName,IMO,CallSign,VesselType,Length,Width,Draft,Cargo,DepTime,ArrTime,DepLat,DepLon,ArrLat,ArrLon,DepCountry,DepCity,ArrCountry,ArrCity,Duration
1,367114690,0.0,,,,,,,,,2017-01-01 00:00:06,2017-01-01 02:40:45,48.51094000000001,-122.60705,48.51095,-122.60705,US,Anacortes,US,Anacortes,0 days 02:40:39
2,367479990,6.536585365853656,WSF KENNEWICK,IMO9618331,WDF6991,1012.0,83.39,19.5,3.2,,2017-01-01 00:00:03,2017-01-01 02:40:44,48.15891,-122.67268,48.11099,-122.75885,US,Coupeville,US,Port Townsend,0 days 02:40:41
3,368319000,0.0007575757575757576,,,,,,,,,2017-01-01 00:00:08,2017-01-01 02:44:48,43.34576,-124.32142,43.34578,-124.32141,US,Barview,US,Barview,0 days 02:44:40
4,367154100,6.871111111111111,,,,,,,,,2017-01-01 00:00:15,2017-01-01 02:33:28,46.74264,-124.93125,47.02928,-124.95153,US,Ocean Shores,US,Ocean Shores,0 days 02:33:13
5,367446870,0.0,,,,,,,,,2017-01-01 00:00:59,2017-01-01 02:42:54,48.5132,-122.60718,48.51318,-122.60699,US,Anacortes,US,Anacortes,0 days 02:41:55
6,367750760,0.019607843137254898,,,,,,,,,2017-01-01 00:01:04,2017-01-01 02:43:01,47.62984,-122.33168,47.62985,-122.33166,US,Seattle,US,Seattle,0 days 02:41:57
7,338085245,0.004081632653061225,,,,,,,,,2017-01-01 00:01:08,2017-01-01 02:40:07,45.61893,-122.80377,45.61893,-122.80374,US,Oak Hills,US,Oak Hills,0 days 02:38:59
8,366710810,7.50069444444445,,,,,,,,,2017-01-01 00:00:00,2017-01-01 02:41:02,47.79458,-122.49457,47.79459,-122.49457,US,Kingston,US,Kingston,0 days 02:41:02
9,338205428,6.610489510489508,,,,,,,,,2017-01-01 00:00:06,2017-01-01 02:39:59,45.61833,-122.67441,45.85155,-122.79689,US,Vancouver,US,Saint Helens,0 days 02:39:53
10,367119910,0.0,,,,,,,,,2017-01-01 00:01:22,2017-01-01 02:37:20,46.16795,-123.91431,46.16794,-123.91432,US,Warrenton,US,Warrenton,0 days 02:35:58
11,367585430,0.014285714285714284,MAKARIOS,,WDG9205,1019.0,18.11,5.1,,,2017-01-01 00:00:12,2017-01-01 02:42:10,48.51293,-122.60735,48.51296,-122.60736,US,Anacortes,US,Anacortes,0 days 02:41:58
12,316021351,0.002272727272727273,BRITANNIA,IMO8120650,VY5348,1012.0,38.41,9.76,2.8,60.0,2017-01-01 00:00:00,2017-01-01 02:38:17,49.29479,-123.13286,49.29481,-123.13285,CA,West End,CA,West End,0 days 02:38:17
13,338170012,0.0,OFF LINE,,,1019.0,11.49,,,,2017-01-01 00:00:39,2017-01-01 02:21:38,37.58868,-122.31628,37.58869,-122.31625,US,San Mateo,US,San Mateo,0 days 02:20:59
14,367536390,0.03600000000000001,APRIL LOON II,,WDG4420,1019.0,14.94,4.7,,,2017-01-01 00:00:39,2017-01-01 02:42:36,48.68218,-123.40237,48.68219000000001,-123.40236000000002,CA,North Saanich,CA,North Saanich,0 days 02:41:57
15,316005771,0.0,WESTERN INVESTOR,IMO7927788,VG6273,1001.0,24.06,7.17,2.9,,2017-01-01 00:00:47,2017-01-01 02:36:49,48.95017,-125.55641,48.95021,-125.55641,CA,Ucluelet,CA,Ucluelet,0 days 02:36:02
16,367501670,0.045833333333333344,ACACIA,,WDF9090,1019.0,12.25,4.5,,,2017-01-01 00:00:56,2017-01-01 02:41:39,47.30311,-122.50852,47.30306,-122.50845,US,Fircrest,US,Fircrest,0 days 02:40:43
17,367608420,0.002962962962962963,PETER J BRIX,IMO9772905,WDH3546,1025.0,23.8,8.84,,,2017-01-01 00:01:18,2017-01-01 02:42:47,46.08972,-122.92901,46.08977,-122.92906,US,Rainier,US,Rainier,0 days 02:41:29
18,367480370,0.0007518796992481202,DEBRA D,IMO8851479,WDF7030,1001.0,30.97,7.3,,,2017-01-01 00:01:20,2017-01-01 02:39:49,48.75449,-122.5055,48.75448,-122.50552,US,Bellingham,US,Bellingham,0 days 02:38:29
19,316007541,0.002941176470588236,PROUD CANADIAN,,VG6544,1001.0,19.57,6.1,2.8,,2017-01-01 00:01:57,2017-01-01 02:40:54,49.28666,-123.0977,49.28661,-123.09762,CA,West End,CA,West End,0 days 02:38:57
20,316005417,0.041599999999999984,CAPTAIN COOK,IMO6613483,CY7903,1025.0,21.37,6.86,3.7,,2017-01-01 00:00:14,2017-01-01 02:41:01,49.15533,-123.00627,49.15532,-123.00627,CA,Delta,CA,Delta,0 days 02:40:47
21,366765940,0.0027972027972027968,SEA CLIPPER,IMO7520633,WCZ2553,1001.0,25.06,7.32,,,2017-01-01 00:00:00,2017-01-01 02:39:27,46.20045,-123.75886,46.20045,-123.75885,US,Astoria,US,Astoria,0 days 02:39:27
22,367531260,0.0028368794326241137,SOUTHEAST,IMO8855994,WDG3942,1001.0,20.12,6.71,,,2017-01-01 00:00:00,2017-01-01 02:40:35,46.16906,-123.91375,46.16906,-123.91377,US,Warrenton,US,Warrenton,0 days 02:40:35
23,369566000,0.027450980392156862,JULIEFISH,,WDI4289,1019.0,19.23,,,,2017-01-01 00:00:24,2017-01-01 02:39:22,37.9774,-121.37786,37.97731,-121.37788,US,Country Club,US,Country Club,0 days 02:38:58
24,338167019,0.4166666666666667,BERINY,,,1019.0,16.15,,,,2017-01-01 00:02:18,2017-01-01 02:33:02,47.26303,-122.35925,47.26302,-122.3593,US,Fife Heights,US,Fife Heights,0 days 02:30:44
25,367746390,0.0,KAMA HELE,,WDI9211,1019.0,,,,,2017-01-01 00:00:42,2017-01-01 02:35:39,47.34956,-123.0689,47.34957,-123.0689,US,Shelton,US,Shelton,0 days 02:34:57
26,338113243,1.758181818181816,CASCADIA,,,,,,,,2017-01-01 00:00:17,2017-01-01 02:30:15,47.59777,-122.40763,47.62783,-122.3878,US,Seattle,US,Seattle,0 days 02:29:58
27,338162692,3.1181818181818177,BLUE HERON,,,1019.0,18.81,,,,2017-01-01 00:00:08,2017-01-01 00:49:57,47.26942,-122.37226,47.26913,-122.37142,US,Fife Heights,US,Fife Heights,0 days 00:49:49
28,367434360,0.0034965034965034965,KALAMA,IMO8666513,WDF3003,1025.0,26.21,10.4,,,2017-01-01 00:00:01,2017-01-01 02:39:00,45.58732,-122.7705,45.58734000000001,-122.77048,US,West Haven,US,West Haven,0 days 02:38:59
29,367678650,0.0039215686274509795,FREESTYLE,,WDI2485,1019.0,19.14,,,,2017-01-01 00:00:01,2017-01-01 02:38:58,47.62898,-122.39266,47.62901,-122.39261,US,Seattle,US,Seattle,0 days 02:38:57
30,338163208,0.008,GRAND FINALE,,,1019.0,13.17,4.3,,,2017-01-01 00:02:24,2017-01-01 02:38:49,37.85897,-122.48084,37.85897,-122.48084,US,Sausalito,US,Sausalito,0 days 02:36:25
31,366773090,0.08676470588235276,WSF TILLIKUM,IMO8836120,WL3377,1012.0,90.43,22.28,5.6,,2017-01-01 00:00:06,2017-01-01 02:41:14,47.60247,-122.34081,47.60243,-122.34078,US,Seattle,US,Seattle,0 days 02:41:08
32,538006544,0.0608695652173913,TRF MONGSTAD,IMO9732814,V7OE9,1024.0,184.0,,,,2017-01-01 00:02:51,2017-01-01 02:41:54,46.1992,-123.81006,46.19902,-123.80993,US,Astoria,US,Astoria,0 days 02:39:03
33,369285000,0.0,NORTH STAR,IMO9232280,KIYI,1004.0,255.72,35.96,9.0,72.0,2017-01-01 00:00:59,2017-01-01 02:30:56,47.27438,-122.4051,47.27438,-122.40505,US,Tacoma,US,Tacoma,0 days 02:29:57
34,367569450,0.004347826086956522,CZARINA,,WDG7653,1001.0,15.33,,,,2017-01-01 00:02:57,2017-01-01 02:26:55,46.16603,-123.9163,46.16603,-123.9163,US,Warrenton,US,Warrenton,0 days 02:23:58
35,367278000,0.024444444444444442,CG DOUGLAS MUNRO,,NGDF,1018.0,115.21,12.8,,51.0,2017-01-01 00:00:50,2017-01-01 02:30:57,47.59071,-122.34185,47.59069,-122.34193,US,Seattle,US,Seattle,0 days 02:30:07
36,316001262,12.699122807017545,QUEEN OF SURREY,IMO7902221,VG8177,1012.0,139.35,27.59,5.5,,2017-01-01 00:00:14,2017-01-01 02:36:47,49.41389,-123.28999,49.43391,-123.47192,CA,Bowen Island,CA,Gibsons,0 days 02:36:33
37,367170860,0.0007042253521126763,WRANGLER,IMO7520683,WDD6285,1001.0,21.98,6.81,,,2017-01-01 00:00:02,2017-01-01 02:38:17,46.16737,-123.91531,46.16738,-123.91534,US,Warrenton,US,Warrenton,0 days 02:38:15
38,367197230,0.0020408163265306124,BUCK & ANN,,WDD8281,1001.0,15.21,5.2,,,2017-01-01 00:02:53,2017-01-01 02:40:34,46.30313,-124.04154,46.30314,-124.04152,US,Long Beach,US,Long Beach,0 days 02:37:41
39,367763660,0.0021582733812949644,NOYO DAWN,IMO9840532,WDJ2985,1001.0,,,,,2017-01-01 00:00:00,2017-01-01 02:42:18,46.30373,-124.04172,46.30372,-124.04173,US,Long Beach,US,Long Beach,0 days 02:42:18
40,367621640,0.004444444444444445,KAYLA,,WDH4813,1019.0,13.81,,,,2017-01-01 00:00:24,2017-01-01 02:36:25,47.65473,-122.20785,47.65474,-122.20784,US,Yarrow Point,US,Yarrow Point,0 days 02:36:01
41,367628480,0.0,FANNY,,WDH5496,1019.0,12.19,4.2,,,2017-01-01 00:00:48,2017-01-01 02:39:48,48.00239000000001,-122.21913,48.00239000000001,-122.21911,US,Everett,US,Everett,0 days 02:39:00
42,367081260,0.0,ALASKA VENTURE,,WDC8074,1005.0,20.94,7.9,,34.0,2017-01-01 00:00:00,2017-01-01 02:36:28,48.60392,-123.17231,48.60392,-123.17231,US,Friday Harbor,US,Friday Harbor,0 days 02:36:28
43,220061000,11.573387096774187,CORNELIA MAERSK,IMO9245756,OWWS2,1004.0,346.98,42.92,14.5,71.0,2017-01-01 00:00:13,2017-01-01 02:43:05,34.291,-120.212,34.42933,-120.822,US,Solvang,US,Lompoc,0 days 02:42:52
44,367667260,0.007843137254901959,C-SHEL,,WDH9361,1001.0,8.23,,,,2017-01-01 00:01:54,2017-01-01 02:31:54,47.66763,-122.39067,47.66763,-122.39066,US,Seattle,US,Seattle,0 days 02:30:00
45,367594860,0.00909090909090909,OPTIMUS,,WDH2147,1001.0,16.06,,,,2017-01-01 00:00:08,2017-01-01 02:33:29,46.90621,-124.10728,46.90621,-124.10727,US,Westport,US,Westport,0 days 02:33:21
46,367401840,0.0,MISS HAILEE,,WCY9928,1001.0,16.49,5.2,,,2017-01-01 00:00:13,2017-01-01 02:05:22,38.33002000000001,-123.05732,38.33003,-123.05732,US,Bodega Bay,US,Bodega Bay,0 days 02:05:09
47,366919770,5.2329268292683,LYNN MARIE,IMO9253583,WDB6192,1025.0,29.87,12.19,3.8,52.0,2017-01-01 00:00:01,2017-01-01 02:36:56,37.82321,-122.47754,37.90554,-122.37164,US,Sausalito,US,Richmond,0 days 02:36:55
48,367016340,0.03142857142857143,YANKEE CLIPPER,IMO7203120,WDC3923,1004.0,24.36,7.36,,30.0,2017-01-01 00:00:04,2017-01-01 02:38:42,47.65937,-122.38103999999998,47.65928,-122.38103999999998,US,Seattle,US,Seattle,0 days 02:38:38
49,366773040,1.7328571428571422,WSF ISSAQUAH,IMO7808102,WSD3625,1012.0,100.1,23.98,4.8,,2017-01-01 00:00:04,2017-01-01 02:43:37,47.51592,-122.41751,47.51071,-122.46321,US,White Center,US,Southworth,0 days 02:43:33
50,367695770,0.07647058823529411,SASSAFRASS,,WDI4160,1019.0,15.33,,,,2017-01-01 00:00:55,2017-01-01 02:39:50,48.67303,-123.19248,48.67255,-123.19117,US,Friday Harbor,US,Friday Harbor,0 days 02:38:55
51,316001268,14.764827586206891,SPIRIT OF B C,IMO9015668,VOSM,1012.0,167.5,32.9,5.0,,2017-01-01 00:00:01,2017-01-01 02:36:47,48.85983,-123.32771,49.00656,-123.13371,CA,North Saanich,US,Point Roberts,0 days 02:36:46
52,367083980,0.0069767441860465115,DRIFTWOOD,,WDC8248,1019.0,14.02,4.7,,,2017-01-01 00:02:42,2017-01-01 02:37:08,37.78541,-122.26662,37.78541,-122.26661,US,Oakland,US,Oakland,0 days 02:34:26
53,367534390,0.002127659574468085,WINDSWEPT,,WDG4234,1001.0,16.46,,,,2017-01-01 00:00:01,2017-01-01 02:29:59,47.65678,-122.37778,47.65676,-122.37779,US,Seattle,US,Seattle,0 days 02:29:58
54,367471940,1.247297297297297,REAL MCCOY II,,WDF6221,1012.0,25.76,11.6,,,2017-01-01 00:00:57,2017-01-01 02:31:59,38.18691,-121.66107,38.18685,-121.66203,US,Rio Vista,US,Rio Vista,0 days 02:31:02
55,316002718,0.026923076923076925,ISLAND JOY,,,1001.0,,,,,2017-01-01 00:00:05,2017-01-01 02:39:03,48.37384,-123.71912,48.37383,-123.71912,CA,Sooke,CA,Sooke,0 days 02:38:58
56,366966230,0.0020408163265306124,TENACITY,,WDB8900,1019.0,14.02,4.7,,,2017-01-01 00:00:48,2017-01-01 02:39:15,47.62794,-122.391,47.62793,-122.39103,US,Seattle,US,Seattle,0 days 02:38:27
57,371410000,2.1184397163120567,ULTRA VANSCOY,IMO9643958,3FJD4,70.0,180.0,30.0,6.7,70.0,2017-01-01 00:00:07,2017-01-01 02:42:08,46.18579,-124.38017,46.15774,-124.26337,US,Long Beach,US,Long Beach,0 days 02:42:01
58,367395870,0.0,SALISH SEA,,WCY9101,1012.0,14.63,4.8,,,2017-01-01 00:01:15,2017-01-01 02:34:23,48.75458,-122.50364,48.75459,-122.50362,US,Bellingham,US,Bellingham,0 days 02:33:08
59,367674880,0.001960784313725489,THE GREAT ESCAPE,,WDI2115,1019.0,18.62,,,,2017-01-01 00:00:38,2017-01-01 02:42:36,47.62124,-122.51865,47.62124,-122.51863,US,Bainbridge Island,US,Bainbridge Island,0 days 02:41:58
60,367573820,0.0,OCEAN EAGLE,IMO7047239,WDG8082,1025.0,33.53,9.48,4.3,,2017-01-01 00:00:01,2017-01-01 02:41:44,47.9802,-122.22044,47.98021,-122.22046,US,Everett,US,Everett,0 days 02:41:43
61,316012260,0.0015151515151515152,VIKING ENTERPRISE,IMO8802404,CFG7403,1001.0,40.65,8.5,4.2,30.0,2017-01-01 00:01:00,2017-01-01 02:42:28,49.11019,-123.1269,49.11026,-123.12689,CA,Ladner,CA,Ladner,0 days 02:41:28
62,367396790,1.6812949640287764,Z-FIVE,IMO9194177,WDE7721,1025.0,28.7,9.75,3.5,52.0,2017-01-01 00:00:08,2017-01-01 02:41:17,37.79233,-122.28532,37.79232,-122.28537,US,Oakland,US,Oakland,0 days 02:41:09
63,367705050,0.0007462686567164179,C E,,WDI5089,1025.0,28.1,9.1,,,2017-01-01 00:00:01,2017-01-01 02:38:31,38.05711,-122.2605,38.0571,-122.2605,US,Rodeo,US,Rodeo,0 days 02:38:30
64,367033060,0.02945205479452055,ALEUTIAN BALLAD,,WCR9441,30.0,36.0,9.0,2.0,30.0,2017-01-01 00:00:00,2017-01-01 02:42:57,46.20022,-123.75937,46.20021,-123.75934,US,Astoria,US,Astoria,0 days 02:42:57
65,367589590,0.016326530612244896,POLAR EXPRESS,,WDG9616,1019.0,12.25,3.5,,,2017-01-01 00:01:55,2017-01-01 02:34:53,47.3383,-122.58842,47.33828,-122.58842,US,Gig Harbor,US,Gig Harbor,0 days 02:32:58
66,371897000,12.454285714285716,AMIS WISDOM VI,IMO9589803,3FVW4,1004.0,199.9,32.2,13.0,,2017-01-01 00:00:00,2017-01-01 02:40:53,48.26046,-124.03056,48.37113,-123.36226,CA,Sooke,CA,Victoria,0 days 02:40:53
67,316003667,0.6662790697674418,SEASPAN FALCON,IMO9072393,VG6987,1025.0,25.45,9.75,2.5,,2017-01-01 00:00:02,2017-01-01 02:31:00,49.31113,-123.10688,49.28719,-123.09986,CA,North Vancouver,CA,West End,0 days 02:30:58
68,316001232,0.0,BOWEN QUEEN,IMO6600967,VGXR,1012.0,84.97,18.65,2.4,60.0,2017-01-01 00:00:03,2017-01-01 02:36:01,48.76973,-123.45145,48.7697,-123.45144,CA,North Saanich,CA,North Saanich,0 days 02:35:58
69,353285000,12.539393939393932,GLOBAL PROSPERITY,IMO9316969,3EFD4,1004.0,176.83,28.8,9.8,70.0,2017-01-01 00:00:01,2017-01-01 02:41:43,42.68125,-124.74455,42.11643,-124.72402,US,Port Orford,US,Gold Beach,0 days 02:41:42
70,367520780,0.04285714285714287,SEA DREAM,,WDG2936,1019.0,14.69,,,,2017-01-01 00:00:55,2017-01-01 02:36:53,47.33288,-122.57679,47.3329,-122.57679,US,Gig Harbor,US,Gig Harbor,0 days 02:35:58
71,316003800,0.0,SEASPAN KING,IMO6823052,VGXJ,1025.0,40.59,10.22,4.6,,2017-01-01 00:00:18,2017-01-01 02:33:06,49.3121,-123.10693,49.31209000000001,-123.10695,CA,North Vancouver,CA,North Vancouver,0 days 02:32:48
72,366998510,0.0,LIBERTY,IMO7717626,WDC2845,1025.0,29.85,9.78,3.9,52.0,2017-01-01 00:00:02,2017-01-01 02:44:04,37.82188,-122.31123,37.82189,-122.31123,US,Emeryville,US,Emeryville,0 days 02:44:02
73,338790000,0.025,SALLY FOX,IMO9776729,WDH7915,1012.0,31.79,9.85,,,2017-01-01 00:01:09,2017-01-01 02:34:03,47.60055,-122.33761,47.60056,-122.33759,US,Seattle,US,Seattle,0 days 02:32:54
74,477902900,0.05526315789473685,GALAXY,IMO9628908,VRJY2,1004.0,229.0,32.3,14.4,70.0,2017-01-01 00:00:01,2017-01-01 02:32:59,49.29187,-123.03231,49.29187,-123.03232,CA,North Vancouver,CA,North Vancouver,0 days 02:32:58
75,366918910,0.05918367346938778,CLIFFORD A BARNES,,WRN5495,1020.0,,,,90.0,2017-01-01 00:00:55,2017-01-01 02:30:57,47.6495,-122.31249,47.64952,-122.31244,US,Seattle,US,Seattle,0 days 02:30:02
76,316004100,3.534507042253523,SEASPAN COMMODORE,IMO7343683,CZ5530,1025.0,43.92,11.41,5.8,,2017-01-01 00:00:00,2017-01-01 02:40:24,48.92942,-125.15038,48.8962,-125.07644,CA,Ucluelet,CA,Port Alberni,0 days 02:40:24
77,316001223,5.41928571428572,ISLAND MONARCH,IMO6608414,CFL4938,1025.0,41.86,9.48,4.8,52.0,2017-01-01 00:00:00,2017-01-01 02:42:18,48.13509000000001,-122.71661,47.93539000000001,-122.54008,US,Port Townsend,US,Hansville,0 days 02:42:18
78,366759530,0.0014388489208633096,GUIDE,IMO9188556,WDE7328,1025.0,31.39,10.97,3.4,52.0,2017-01-01 00:00:08,2017-01-01 02:39:15,47.25478,-122.43273,47.25479,-122.43269,US,Tacoma,US,Tacoma,0 days 02:39:07
79,366947620,0.002877697841726619,LU-LU BELLE,,WYE6753,1012.0,22.8,5.9,,60.0,2017-01-01 00:00:08,2017-01-01 02:42:17,48.12367,-123.44919,48.12362,-123.44923,US,Port Angeles,US,Port Angeles,0 days 02:42:09
80,366987710,0.0,NORTHERN VICTOR,IMO7208431,WCZ6534,1001.0,115.68,21.34,6.4,30.0,2017-01-01 00:00:06,2017-01-01 02:38:17,45.56611,-122.72618,45.56613,-122.72617,US,West Haven,US,West Haven,0 days 02:38:11
81,477620400,0.05306122448979594,TAIYUAN,IMO9768928,VRPV2,1004.0,180.0,,,,2017-01-01 00:00:13,2017-01-01 02:41:10,49.2963,-123.20977,49.29603,-123.2093,CA,West End,CA,West End,0 days 02:40:57
82,367744420,0.03529411764705884,TUCKHUT,,WDI9013,1019.0,,,,,2017-01-01 00:00:23,2017-01-01 02:36:22,47.40149,-122.33088,47.40149,-122.33088,US,Des Moines,US,Des Moines,0 days 02:35:59
83,367069020,3.4965517241379334,PERSEVERANCE,,WDC7281,1019.0,11.06,3.6,,,2017-01-01 00:00:17,2017-01-01 02:39:42,37.81852,-122.35694,37.89548,-122.45771,US,Emeryville,US,Tiburon,0 days 02:39:25
84,316026186,0.006896551724137932,GREAT ESCAPE,,,,24.4,,,,2017-01-01 00:00:56,2017-01-01 02:42:53,49.15111,-122.99332,49.15111,-122.99331,CA,Delta,CA,Delta,0 days 02:41:57
85,367071220,0.0,ATLANTIS,,WDI7529,1001.0,15.12,5.8,,,2017-01-01 00:01:20,2017-01-01 02:43:16,47.65754,-122.37962,47.65753,-122.3797,US,Seattle,US,Seattle,0 days 02:41:56
86,366824910,0.007407407407407408,JUAN DE FUCA,,WDA5852,1001.0,22.65,6.0,,90.0,2017-01-01 00:00:07,2017-01-01 02:40:47,48.14068,-123.4255,48.14068,-123.42548,US,Port Angeles,US,Port Angeles,0 days 02:40:40
87,368949000,0.0,SS PACIFIC TRACKER,IMO6507921,WQVZ,99.0,203.0,23.0,9.0,99.0,2017-01-01 00:01:35,2017-01-01 02:43:35,45.56866,-122.72263,45.56857,-122.72268,US,Portland,US,Portland,0 days 02:42:00
88,316033208,0.3238095238095235,FERROUS,,,,,,,,2017-01-01 00:00:04,2017-01-01 02:42:04,49.29359,-123.11994,49.29304000000001,-123.11785,CA,West End,CA,West End,0 days 02:42:00
89,367384780,0.02377622377622379,CAROLYN DOROTHY,IMO9552288,WDE6786,1025.0,23.8,10.4,,31.0,2017-01-01 00:00:01,2017-01-01 02:43:03,46.08986,-122.92898,46.08985,-122.92898,US,Rainier,US,Rainier,0 days 02:43:02
90,316013544,0.022857142857142854,LADNER LASS,,,,,,,,2017-01-01 00:01:34,2017-01-01 02:43:32,49.31072,-123.09418,49.31072,-123.0942,CA,North Vancouver,CA,North Vancouver,0 days 02:41:58
91,357777000,8.3390977443609,BUENA VENTURA,IMO9687215,3EEN,1004.0,189.99,32.26,12.8,,2017-01-01 00:00:17,2017-01-01 02:41:25,37.79032,-124.42744,38.16004,-124.50376,US,Sea Ranch,US,Sea Ranch,0 days 02:41:08
92,366968070,0.02884615384615385,ZODIAC,IMO7937587,WTH5653,1012.0,33.53,7.5,,,2017-01-01 00:02:06,2017-01-01 02:44:00,48.51267,-122.64468,48.5127,-122.64461,US,Anacortes,US,Anacortes,0 days 02:41:54
93,338854000,9.80928571428571,WESTERN TITAN,IMO8962486,WCX4599,1025.0,30.57,10.66,,32.0,2017-01-01 00:00:01,2017-01-01 02:41:50,48.23323,-122.81203,47.86747,-122.48208,US,Coupeville,US,Kingston,0 days 02:41:49
94,367401030,1.1876811594202887,DELTA BILLIE,IMO9562207,WDE8059,1025.0,30.48,12.19,,31.0,2017-01-01 00:00:03,2017-01-01 02:42:15,37.8075,-122.34087,37.79183,-122.29991,US,Emeryville,US,Oakland,0 days 02:42:12
95,367465340,0.0,GEORGE EMERY,,WDF5617,1019.0,13.11,4.3,,,2017-01-01 00:01:35,2017-01-01 02:34:36,45.86845,-122.79484,45.86844,-122.79486,US,Saint Helens,US,Saint Helens,0 days 02:33:01
96,316004410,0.0,ELIZA JOYE,,,1001.0,13.38,5.43,2.2,,2017-01-01 00:02:00,2017-01-01 02:37:58,48.36985,-123.72595,48.36986,-123.72601,CA,Sooke,CA,Sooke,0 days 02:35:58
97,316003659,1.5839416058394131,SEASPAN CAVALIER,IMO7434808,CZ5656,1025.0,25.23,7.55,2.6,52.0,2017-01-01 00:00:10,2017-01-01 02:39:00,48.90995,-123.61249,48.89056,-123.62048,CA,North Cowichan,CA,North Cowichan,0 days 02:38:50
98,367581220,2.116083916083915,AHBRA FRANCO,IMO9694323,WDG8801,1025.0,28.35,12.19,,,2017-01-01 00:00:05,2017-01-01 02:44:14,37.79227,-122.28609,37.79226,-122.28608,US,Oakland,US,Oakland,0 days 02:44:09
99,367389840,0.04646464646464647,EINAR,,WDE7163,1003.0,,,,90.0,2017-01-01 00:00:09,2017-01-01 01:50:20,37.79599,-122.39097,37.79606,-122.39099,US,San Francisco,US,San Francisco,0 days 01:50:11
100,366978690,0.04647887323943657,EAGLE,IMO8661654,WBP2187,1025.0,29.87,9.8,,32.0,2017-01-01 00:00:05,2017-01-01 02:42:54,47.27578,-122.38597,47.27579,-122.38597,US,Fife Heights,US,Fife Heights,0 days 02:42:49
101,367587840,0.008,TRIGGER,,WDJ7408,1019.0,11.67,,,,2017-01-01 00:00:29,2017-01-01 02:42:27,47.62969,-122.39333,47.6297,-122.39331,US,Seattle,US,Seattle,0 days 02:41:58
102,338207241,0.0,FOREIGN AFFAIR,,,1019.0,,,,,2017-01-01 00:01:34,2017-01-01 02:31:29,47.80803,-122.39235,47.80802,-122.39236,US,Woodway,US,Woodway,0 days 02:29:55
103,565038000,0.0,STELLA PEARL,IMO9716030,9V2680,1004.0,229.0,,,,2017-01-01 00:02:04,2017-01-01 02:38:08,45.98405,-122.8352,45.98401,-122.83507,US,Kalama,US,Kalama,0 days 02:36:04
104,477900400,8.098130841121497,OCEAN AMBITIOUS,IMO9740079,VRPG4,1004.0,,,,,2017-01-01 00:01:12,2017-01-01 02:38:06,49.18106,-122.91812,49.11124,-123.28659,CA,New Westminster,CA,Richmond,0 days 02:36:54
105,373999000,0.07200000000000002,TOKYO BULKER,IMO9605023,HOID,1004.0,199.98,32.24,13.0,,2017-01-01 00:01:17,2017-01-01 02:31:18,47.291000000000004,-122.42161000000002,47.29102,-122.42131,US,Tacoma,US,Tacoma,0 days 02:30:01
106,316001252,7.493382352941178,QUEEN OF CUMBERLAND,IMO9009360,VG2029,1012.0,96.0,21.23,3.8,,2017-01-01 00:00:17,2017-01-01 02:40:22,48.79935,-123.20252,48.69797,-123.40637,US,Point Roberts,CA,North Saanich,0 days 02:40:05
107,310654000,1.478125,STENA SUNRISE,IMO9592214,ZCEJ6,1024.0,274.02,48.04,17.0,,2017-01-01 00:00:03,2017-01-01 02:37:23,32.22064,-120.07777,32.20937,-120.00242,US,Avalon,US,Avalon,0 days 02:37:20
108,316014621,7.00441176470588,BURRARD PACIFIC BREE,IMO9585003,,1012.0,33.54,11.89,3.5,60.0,2017-01-01 00:00:12,2017-01-01 02:36:21,49.30962,-123.08355,49.30122,-123.0895,CA,North Vancouver,CA,North Vancouver,0 days 02:36:09
109,316023608,0.007317073170731706,KOOTENAY,,,1025.0,19.53,9.93,4.1,,2017-01-01 00:00:23,2017-01-01 02:42:20,49.15463,-122.96168,49.15458,-122.96174,CA,Delta,CA,Delta,0 days 02:41:57
110,367509520,0.029166666666666667,DARIN ALAN,IMO7908299,WDF9855,1001.0,23.96,6.71,2.4,,2017-01-01 00:02:23,2017-01-01 02:41:23,41.74797,-124.18338,41.74797,-124.18339,US,Crescent City,US,Crescent City,0 days 02:39:00
111,338134796,0.0,EVENTIDE,,,1019.0,15.24,,,,2017-01-01 00:02:48,2017-01-01 02:40:46,47.79464,-122.49771,47.79465,-122.49772,US,Kingston,US,Kingston,0 days 02:37:58
112,367640650,0.010416666666666666,AVENTURAS,,WDH6689,1019.0,16.55,,,,2017-01-01 00:02:39,2017-01-01 02:29:36,47.62991,-122.39258,47.62989,-122.3926,US,Seattle,US,Seattle,0 days 02:26:57
113,636015936,0.14347826086956528,LUCKY STAR,IMO9231327,D5DP2,1004.0,224.94,32.26,14.1,70.0,2017-01-01 00:00:31,2017-01-01 02:42:36,46.20876,-123.80217,46.20857,-123.80218,US,Astoria,US,Astoria,0 days 02:42:05
114,259776000,0.13469387755102047,GOYA,IMO9389825,LAFQ7,1004.0,224.9,32.29,14.2,70.0,2017-01-01 00:00:57,2017-01-01 02:36:54,47.30974000000001,-122.49719,47.30957,-122.49515,US,Fircrest,US,Fircrest,0 days 02:35:57
115,367397450,0.0,CAROL M,,WDE7773,1001.0,17.22,4.7,,,2017-01-01 00:02:22,2017-01-01 02:41:20,46.16645,-123.91703,46.16645,-123.91702,US,Warrenton,US,Warrenton,0 days 02:38:58
